Species	Status	min_age	max_age
Diphydontosaurus	extinct	227.3	237
Diphydontosaurus	extinct	227.3	237
Terrestrisuchus	extinct	227.3	237
Kuehneosaurus	extinct	227.3	237
Terrestrisuchus	extinct	227.3	237
Diphydontosaurus	extinct	227.3	237
Terrestrisuchus	extinct	227.3	237
Diphydontosaurus	extinct	227.3	237
Kuehneosaurus	extinct	227.3	237
Planocephalosaurus	extinct	227.3	237
Clevosaurus	extinct	227.3	237
Sigmala	extinct	227.3	237
Kuehneosaurus	extinct	227.3	237
Planocephalosaurus	extinct	227.3	237
Clevosaurus	extinct	227.3	237
Sigmala	extinct	227.3	237
Kuehneosaurus	extinct	227.3	237
Planocephalosaurus	extinct	227.3	237
Clevosaurus	extinct	227.3	237
Sigmala	extinct	227.3	237
Kuehneosaurus	extinct	227.3	237
Planocephalosaurus	extinct	227.3	237
Clevosaurus	extinct	227.3	237
Sigmala	extinct	227.3	237
Terrestrisuchus	extinct	227.3	237
Diphydontosaurus	extinct	227.3	237
Neusticosaurus	extinct	237	246.7
Mixosaurus	extinct	237	246.7
Rhipaeosaurus	extinct	264.28	266.9
Aetosaurus	extinct	205.7	227.3
Saltoposuchus	extinct	205.7	227.3
Liliensternus	extinct	205.7	227.3
Liliensternus	extinct	205.7	227.3
Liliensternus	extinct	201.4	205.7
Captorhinus	extinct	274.4	283.3
Doswellia	extinct	205.7	237
Trilophosaurus	extinct	205.7	237
Rhynchosauroides	extinct	237	246.7
Chirotherium	extinct	237	246.7
Aetosauroides	extinct	227.3	233.6
Terrestrisuchus	extinct	227.3	237
Proganochelys	extinct	211.18	215.38
Grallator	extinct	211.18	215.38
Eosauropus	extinct	211.18	215.38
Captorhinus	extinct	274.4	290.1
Captorhinus	extinct	274.4	283.3
Labidosaurus	extinct	274.4	283.3
Captorhinus	extinct	274.4	283.3
Bolosaurus	extinct	274.4	283.3
Labidosaurus	extinct	274.4	283.3
Captorhinus	extinct	274.4	283.3
Protosuchus	extinct	199.5	201.4
Anomoepus	extinct	199.5	201.4
Isochirotherium	extinct	237	246.7
Grallator	extinct	205.7	227.3
Scutosaurus	extinct	254.14	264.28
Ichthyosaurus	extinct	201.4	205.7
Stegomus	extinct	205.7	237
Coelurosaurichnus	extinct	227.3	237
Rutiodon	extinct	205.7	227.3
Chirotherium	extinct	244.24	246.7
Grallator	extinct	205.7	227.3
Rotodactylus	extinct	237	246.7
Coelurosaurichnus	extinct	237	246.7
Chasmatosuchus	extinct	246.7	249.9
Chasmatosuchus	extinct	249.9	251.902
Chasmatosuchus	extinct	246.7	251.902
Chasmatosuchus	extinct	246.7	251.902
Hyperodapedon	extinct	205.7	237
Placochelys	extinct	205.7	227.3
Kayentapus	extinct	199.5	205.7
Grallator	extinct	199.5	205.7
Eubrontes	extinct	199.5	205.7
Dilophosauripus	extinct	199.5	205.7
Anchisauripus	extinct	199.5	205.7
Tanytrachelos	extinct	205.7	227.3
Parasuchus	extinct	205.7	227.3
Cyamodus	extinct	237	246.7
Trilophosaurus	extinct	205.7	227.3
Tanytrachelos	extinct	205.7	227.3
Nothosaurus	extinct	241.464	246.7
Kuehneosaurus	extinct	227.3	237
Clevosaurus	extinct	227.3	237
Haligonia	extinct	201.4	205.7
Cymbospondylus	extinct	237	246.7
Anomoepus	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Herrerasaurus	extinct	227.3	233.6
Hyperodapedon	extinct	227.3	233.6
Hyperodapedon	extinct	227.3	233.6
Coelophysis	extinct	199.5	201.4
Plateosaurus	extinct	205.7	227.3
Grallator	extinct	227.3	237
Hyperodapedon	extinct	227.3	237
Saturnalia	extinct	227.3	237
Shuvosaurus	extinct	205.7	227.3
Plateosaurus	extinct	201.4	205.7
Plateosaurus	extinct	205.7	227.3
Liliensternus	extinct	205.7	227.3
Plateosaurus	extinct	201.4	205.7
Plateosaurus	extinct	205.7	227.3
Machaeroprosopus	extinct	205.7	227.3
Rutiodon	extinct	205.7	227.3
Shuvosaurus	extinct	205.7	227.3
Hesperosuchus	extinct	205.7	227.3
Machaeroprosopus	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Eudimorphodon	extinct	205.7	227.3
Eudimorphodon	extinct	201.4	205.7
Variodens	extinct	201.4	205.7
Coelophysis	extinct	201.4	237
Syntarsus	extinct	199.5	205.7
Eubrontes	extinct	199.5	201.4
Grallator	extinct	199.5	201.4
Anomoepus	extinct	199.5	201.4
Grallator	extinct	205.7	227.3
Revueltosaurus	extinct	205.7	227.3
Leptosuchus	extinct	205.7	227.3
Leptosuchus	extinct	205.7	227.3
Leptosuchus	extinct	205.7	227.3
Revueltosaurus	extinct	205.7	227.3
Paratypothorax	extinct	205.7	227.3
Proterochampsa	extinct	227.3	237
Eubrontes	extinct	199.5	201.4
Shuvosaurus	extinct	205.7	227.3
Plateosaurus	extinct	201.4	205.7
Coelophysis	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Pseudotetrasauropus	extinct	205.7	227.3
Brachychirotherium	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Grallator	extinct	199.5	201.4
Eubrontes	extinct	199.5	201.4
Anchisauripus	extinct	199.5	201.4
Plateosaurus	extinct	201.4	205.7
Eubrontes	extinct	199.5	201.4
Anchisauripus	extinct	199.5	201.4
Grallator	extinct	199.5	201.4
Drepanosaurus	extinct	201.4	205.7
Apatopus	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Rhynchosauroides	extinct	227.3	237
Atreipus	extinct	205.7	227.3
Atreipus	extinct	205.7	227.3
Gwyneddichnium	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Anchisauripus	extinct	205.7	227.3
Coelurosaurichnus	extinct	205.7	227.3
Brachychirotherium	extinct	227.3	237
Grallator	extinct	199.5	201.4
Eubrontes	extinct	199.5	201.4
Otozoum	extinct	205.7	227.3
Eudimorphodon	extinct	211.18	215.38
Clevosaurus	extinct	211.18	215.38
Kuehneosaurus	extinct	211.18	215.38
Kayentapus	extinct	199.5	201.4
Grallator	extinct	199.5	201.4
Anomoepus	extinct	199.5	201.4
Anchisauripus	extinct	199.5	201.4
Parabrontopodus	extinct	199.5	201.4
Shenmuichnus	extinct	199.5	201.4
Kayentapus	extinct	199.5	201.4
Anchisauripus	extinct	199.5	201.4
Kayentapus	extinct	199.5	201.4
Parabrontopodus	extinct	199.5	201.4
Anomoepus	extinct	199.5	201.4
Grallator	extinct	201.4	227.3
Brachychirotherium	extinct	201.4	227.3
Pseudotetrasauropus	extinct	201.4	205.7
Grallator	extinct	201.4	205.7
Rhynchosauroides	extinct	201.4	205.7
Gwyneddichnium	extinct	201.4	205.7
Pseudotetrasauropus	extinct	201.4	205.7
Grallator	extinct	201.4	205.7
Apatopus	extinct	201.4	205.7
Rhynchosauroides	extinct	201.4	205.7
Gwyneddichnium	extinct	201.4	205.7
Grallator	extinct	199.5	205.7
Batrachopus	extinct	199.5	205.7
Grallator	extinct	199.5	205.7
Postosuchus	extinct	205.7	227.3
Shuvosaurus	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Postosuchus	extinct	205.7	227.3
Atreipus	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Brachychirotherium	extinct	205.7	227.3
Bromsgroveia	extinct	241.464	246.7
Grallator	extinct	205.7	227.3
Eubrontes	extinct	205.7	227.3
Ichthyosaurus	extinct	201.4	205.7
Camelotia	extinct	201.4	205.7
Coelophysis	extinct	205.7	227.3
Trilophosaurus	extinct	205.7	227.3
Deuterotrisauropus	extinct	199.5	201.4
Eubrontes	extinct	205.7	227.3
Eubrontes	extinct	205.7	227.3
Typothorax	extinct	205.7	227.3
Paratypothorax	extinct	205.7	227.3
Leptosuchus	extinct	205.7	227.3
Revueltosaurus	extinct	205.7	227.3
Tetrasauropus	extinct	237	246.7
Leptosuchus	extinct	205.7	227.3
Crosbysaurus	extinct	205.7	227.3
Rutiodon	extinct	205.7	227.3
Desmatosuchus	extinct	205.7	227.3
Stagonolepis	extinct	205.7	227.3
Diphydontosaurus	extinct	205.7	227.3
Revueltosaurus	extinct	205.7	227.3
Trilophosaurus	extinct	205.7	227.3
Revueltosaurus	extinct	205.7	227.3
Tecovasaurus	extinct	205.7	227.3
Lagosuchus	extinct	237	241.464
Chirotherium	extinct	249.9	251.902
Eubrontes	extinct	199.5	201.4
Parasuchus	extinct	227.3	233.6
Grallator	extinct	201.4	227.3
Thecodontosaurus	extinct	201.4	205.7
Brachychirotherium	extinct	237	246.7
Phalangichnus	extinct	237	246.7
Eubrontes	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Brachychirotherium	extinct	201.4	205.7
Grallator	extinct	201.4	205.7
Rhynchosauroides	extinct	201.4	205.7
Brachychirotherium	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Coelurosaurichnus	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Erpetosuchus	extinct	205.7	227.3
Placodus	extinct	241.464	249.9
Tanystropheus	extinct	241.464	246.7
Nothosaurus	extinct	241.464	246.7
Psephosaurus	extinct	241.464	246.7
Nothosaurus	extinct	241.464	243.33
Placodus	extinct	241.464	243.33
Psephosaurus	extinct	241.464	243.33
Placodus	extinct	239.48	241.464
Nothosaurus	extinct	239.48	241.464
Plateosaurus	extinct	201.4	205.7
Mehliella	extinct	227.3	237
Coelophysis	extinct	205.7	227.3
Eudimorphodon	extinct	201.4	205.7
Eudimorphodon	extinct	201.4	205.7
Labidosaurus	extinct	274.4	283.3
Grallator	extinct	227.3	237
Grallator	extinct	227.3	237
Anchisauripus	extinct	237	246.7
Anchisauripus	extinct	201.4	227.3
Parabrontopodus	extinct	199.5	201.4
Anomoepus	extinct	199.5	201.4
Grallator	extinct	227.3	237
Anomoepus	extinct	227.3	237
Eubrontes	extinct	199.5	201.4
Grallator	extinct	211.18	227.3
Brachychirotherium	extinct	237	246.7
Rhynchosauroides	extinct	237	246.7
Eosauropus	extinct	205.7	227.3
Pseudotetrasauropus	extinct	205.7	227.3
Tetrasauropus	extinct	205.7	227.3
Eubrontes	extinct	205.7	227.3
Anchisauripus	extinct	199.5	201.4
Promystriosuchus	extinct	205.7	237
Hyperodapedon	extinct	205.7	237
Hyperodapedon	extinct	205.7	237
Procerosuchus	extinct	205.7	237
Hyperodapedon	extinct	205.7	237
Hyperodapedon	extinct	205.7	237
Hyperodapedon	extinct	205.7	237
Hyperodapedon	extinct	205.7	237
Hyperodapedon	extinct	205.7	237
Revueltosaurus	extinct	227.3	237
Ammosaurus	extinct	199.5	201.4
Clevosaurus	extinct	199.5	201.4
Clevosaurus	extinct	199.5	201.4
Ammosaurus	extinct	199.5	201.4
Clevosaurus	extinct	199.5	201.4
Ammosaurus	extinct	199.5	201.4
Terrestrisuchus	extinct	227.3	237
Diphydontosaurus	extinct	227.3	237
Terrestrisuchus	extinct	227.3	237
Kuehneosaurus	extinct	227.3	237
Kuehneosaurus	extinct	227.3	237
Kuehneosaurus	extinct	227.3	237
Chirotherium	extinct	241.464	246.7
Desmatosuchus	extinct	205.7	227.3
Desmatosuchus	extinct	205.7	227.3
Stagonolepis	extinct	205.7	227.3
Stagonolepis	extinct	205.7	227.3
Terrestrisuchus	extinct	227.3	237
Clevosaurus	extinct	227.3	237
Planocephalosaurus	extinct	227.3	237
Mystriosuchus	extinct	211.18	215.38
Parasuchus	extinct	205.7	237
Carmelopodus	extinct	199.5	201.4
Grallator	extinct	199.5	201.4
Anomoepus	extinct	199.5	201.4
Stenonyx	extinct	199.5	201.4
Stenonyx	extinct	199.5	201.4
Grallator	extinct	205.7	227.3
Brachychirotherium	extinct	205.7	227.3
Eudimorphodon	extinct	211.18	215.38
Eudimorphodon	extinct	205.7	215.38
Eudimorphodon	extinct	205.7	215.38
Evazoum	extinct	199.5	205.7
Megalancosaurus	extinct	205.7	215.38
Rhynchosauroides	extinct	205.7	227.3
Coelophysis	extinct	205.7	227.3
Megalancosaurus	extinct	205.7	215.38
Langobardisaurus	extinct	205.7	215.38
Pseudotetrasauropus	extinct	205.7	227.3
Brachychirotherium	extinct	205.7	227.3
Shuvosaurus	extinct	201.4	205.7
Postosuchus	extinct	201.4	205.7
Shuvosaurus	extinct	201.4	205.7
Postosuchus	extinct	201.4	205.7
Shuvosaurus	extinct	201.4	205.7
Postosuchus	extinct	205.7	227.3
Shuvosaurus	extinct	205.7	227.3
Brachychirotherium	extinct	205.7	227.3
Eosauropus	extinct	205.7	227.3
Brachychirotherium	extinct	201.4	205.7
Grallator	extinct	201.4	205.7
Batrachopus	extinct	205.7	227.3
Brachychirotherium	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Gwyneddichnium	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Gwyneddichnium	extinct	205.7	227.3
Brachychirotherium	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Rhynchosauroides	extinct	205.7	227.3
Batrachopus	extinct	201.4	205.7
Grallator	extinct	201.4	205.7
Rhynchosauroides	extinct	201.4	205.7
Rhynchosauroides	extinct	205.7	227.3
Grallator	extinct	205.7	227.3
Gwyneddichnium	extinct	205.7	227.3
Apatopus	extinct	205.7	227.3
Brachychirotherium	extinct	205.7	227.3
