occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,in_large_period,in_small_period,,unique_genera
1337578,occ,,,180515,Ceresiosaurus,genus,36429,Fassanian,,241.464,239.48,59894,yes,no,,
1338755,occ,37909,,180810,Captorhinikos,genus,37496,Cisuralian,,298.9,274.4,75639,yes,yes,,
1347713,occ,,,169982,Lucasuchus,genus,156416,Carnian,,237,227.3,60767,yes,no,,
1347918,occ,,I,182630,Anomoepus,genus,67049,Hettangian,,201.4,199.5,60826,yes,no,,
1353981,occ,,I,183639,Grallator,genus,64079,Hettangian,,201.4,199.5,61344,yes,no,,
1353982,occ,,I,183639,Eubrontes,genus,66094,Hettangian,,201.4,199.5,61344,yes,no,,
1355418,occ,,IF,184045,Aetosauripus,genus,258984,Olenekian,,249.9,246.7,61484,yes,no,,
1355422,occ,,I,184045,Coelurosaurichnus,genus,68186,Olenekian,,249.9,246.7,61484,yes,no,,
1355423,occ,,I,184045,Coelurosaurichnus,genus,68186,Olenekian,,249.9,246.7,61484,yes,no,,
1355426,occ,,IF,184048,Rhynchosauroides,genus,56427,Early Triassic,,251.902,246.7,61484,yes,no,,
1355427,occ,,I,184048,Hamatopus,genus,64101,Early Triassic,,251.902,246.7,61484,yes,no,,
1356672,occ,,,54168,Coelophysis,genus,38520,Norian,,227.3,205.7,61566,yes,no,,
1358686,occ,,IF,32300,Tetrasauropus,genus,77113,Late Triassic,,237,201.4,61886,yes,no,,
1358687,occ,,IF,184625,Brachychirotherium,genus,77387,Late Triassic,,237,201.4,61868,yes,no,,
1359052,occ,,IF,46560,Brachychirotherium,genus,77387,Norian,,227.3,205.7,65433,yes,no,,
1359053,occ,34633,IF,46560,Apatopus,genus,64087,Norian,,227.3,205.7,61886,yes,no,,
1359055,occ,34103,IF,46560,Pseudotetrasauropus,genus,77385,Norian,,227.3,205.7,61886,yes,no,,
1359056,occ,,I,46560,Coelurosaurichnus,genus,68186,Norian,,227.3,205.7,65433,yes,no,,
1359058,occ,34698,IF,32300,Evazoum,genus,131586,Late Triassic,,237,201.4,65678,yes,no,,
1359059,occ,,I,184679,Grallator,genus,64079,Norian,,227.3,205.7,61886,yes,no,,
1359060,occ,,I,32300,Grallator,genus,64079,Late Triassic,,237,201.4,61886,yes,no,,
1359061,occ,,IF,32300,Brachychirotherium,genus,77387,Late Triassic,,237,201.4,61886,yes,no,,
1359062,occ,,I,184680,Grallator,genus,64079,Hettangian,,201.4,199.5,61886,yes,no,,
1359063,occ,,I,184681,Grallator,genus,64079,Hettangian,,201.4,199.5,61886,yes,no,,
1365870,occ,35290,I,83053,Chirotherium,genus,64085,Anisian,,246.7,241.464,67305,yes,no,,
1369973,occ,,I,182300,Hamatopus,genus,64101,Olenekian,Anisian,249.9,241.464,64450,yes,no,,
1369974,occ,,IF,182300,Rhynchosauroides,genus,56427,Olenekian,Anisian,249.9,241.464,64450,yes,no,,
1369981,occ,,I,182300,Chirotherium,genus,64085,Olenekian,Anisian,249.9,241.464,64450,yes,no,,
1370485,occ,34405,I,187029,Eubrontes,genus,66094,Hettangian,,201.4,199.5,62740,yes,no,,
1370486,occ,,IF,187029,Anchisauripus,genus,64083,Hettangian,,201.4,199.5,62740,yes,no,,
1370487,occ,,IF,187029,Anchisauripus,genus,64083,Hettangian,,201.4,199.5,62740,yes,no,,
1370488,occ,,I,187029,Grallator,genus,64079,Hettangian,,201.4,199.5,62740,yes,no,,
1371078,occ,,IF,187194,Anchisauripus,genus,64083,Hettangian,,201.4,199.5,78780,yes,no,,
1371091,occ,,,138976,Batrachopus,genus,67448,Early Hettangian,,201.4,199.5,62791,yes,no,,
1371095,occ,,IF,187199,Rhynchosauroides,genus,56427,Carnian,Norian,237,205.7,62791,yes,no,,
1371097,occ,,I,138978,Anomoepus,genus,67049,Early Hettangian,,201.4,199.5,62791,yes,no,,
1371098,occ,,,138978,Batrachopus,genus,67448,Early Hettangian,,201.4,199.5,62791,yes,no,,
1371695,occ,,,107286,Hypsognathus,genus,37529,Carnian,,237,227.3,57902,yes,no,,
1371697,occ,,,187287,Batrachopus,genus,67448,Norian,,227.3,205.7,62821,yes,no,,
1371708,occ,,,187289,Tanytrachelos,genus,38197,Norian,,227.3,205.7,62822,yes,no,,
1371944,occ,,,187317,Tanytrachelos,genus,38197,Norian,,227.3,205.7,62822,yes,no,,
1371949,occ,,,187318,Tanytrachelos,genus,38197,Norian,,227.3,205.7,62822,yes,no,,
1371958,occ,,IF,187321,Apatopus,genus,64087,Norian,Rhaetian,227.3,201.4,62822,yes,no,,
1371959,occ,,,187321,Batrachopus,genus,67448,Norian,Rhaetian,227.3,201.4,62822,yes,no,,
1374080,occ,,,187582,Thecodontosaurus,genus,53022,Middle Triassic,,246.7,237,62966,yes,no,,
1375751,occ,35844,I,187948,Chirotherium,genus,64085,Carnian,,237,227.3,63086,yes,no,,
1378888,occ,,IF,68222,Brachychirotherium,genus,77387,Anisian,Ladinian,246.7,237,63317,yes,no,,
1378889,occ,,I,68222,Chirotherium,genus,64085,Anisian,Ladinian,246.7,237,63317,yes,no,,
1379031,occ,35285,IF,188750,Rhynchosauroides,genus,56427,Lopingian,,259.51,251.902,67271,yes,no,,
1379035,occ,,IF,188750,Prochirotherium,genus,360254,Lopingian,,259.51,251.902,63364,yes,no,,
1379036,occ,35286,IF,188750,Rhynchosauroides,genus,56427,Lopingian,,259.51,251.902,67271,yes,no,,
1380869,occ,,I,189021,Chirotherium,genus,64085,Aegean,,246.7,244.99,63494,yes,no,,
1380879,occ,35727,I,31310,Coelurosaurichnus,genus,68186,Anisian,Ladinian,246.7,237,68923,yes,no,,
1381627,occ,,IF,179080,Anchisauripus,genus,64083,Norian,Rhaetian,227.3,201.4,63566,yes,no,,
1381628,occ,,IF,179080,Apatopus,genus,64087,Norian,Rhaetian,227.3,201.4,63566,yes,no,,
1383390,occ,,I,55414,Anomoepus,genus,67049,Norian,,227.3,205.7,63742,yes,no,,
1384354,occ,,,189823,Placochelys,genus,36537,Rhaetian,,205.7,201.4,63818,yes,no,,
1384356,occ,,,189823,Leptonectes,genus,150185,Rhaetian,,205.7,201.4,63818,yes,no,,
1385135,occ,,,190122,Batrachopus,genus,67448,Middle Hettangian,,201.4,199.5,63940,yes,no,,
1386980,occ,,,190568,Pareiasaurus,genus,37564,Wuchiapingian,,259.51,254.14,64077,yes,no,,
1388420,occ,,,188587,Nectosaurus,genus,36425,Tuvalian,,233.6,227.3,64154,yes,no,,
1388421,occ,,,136683,Nectosaurus,genus,36425,Tuvalian,,233.6,227.3,64154,yes,no,,
1390015,occ,,I,191139,Chirotherium,genus,64085,Olenekian,Anisian,249.9,241.464,64450,yes,no,,
1390020,occ,,,191140,Plateosaurus,genus,38644,Hettangian,,201.4,199.5,64450,yes,no,,
1391294,occ,,,68882,Clevosaurus,genus,68149,Rhaetian,,205.7,201.4,57880,yes,no,,
1393401,occ,,,27012,Diphydontosaurus,genus,64134,Carnian,,237,227.3,64775,yes,no,,
1394192,occ,,,138123,Cymbospondylus,genus,36550,Anisian,,246.7,241.464,64860,yes,no,,
1395200,occ,,IF,192151,Phalangichnus,genus,356496,Anisian,Ladinian,246.7,237,65009,yes,no,,
1395204,occ,,IF,192151,Brachychirotherium,genus,77387,Anisian,Ladinian,246.7,237,65009,yes,no,,
1396696,occ,,I,192421,Chirotherium,genus,64085,Late Triassic,,237,201.4,65123,yes,no,,
1398275,occ,,IF,192751,Brachychirotherium,genus,77387,Norian,,227.3,205.7,65433,yes,no,,
1398277,occ,,IF,192752,Brachychirotherium,genus,77387,Norian,,227.3,205.7,65433,yes,no,,
1398763,occ,,,192863,Batrachopus,genus,67448,Early Hettangian,,201.4,199.5,65467,yes,no,,
1398764,occ,,I,192863,Grallator,genus,64079,Early Hettangian,,201.4,199.5,65467,yes,no,,
1398765,occ,,I,192863,Eubrontes,genus,66094,Early Hettangian,,201.4,199.5,65467,yes,no,,
1399127,occ,,IF,192896,Brachychirotherium,genus,77387,Rhaetian,,205.7,201.4,65483,yes,no,,
1399128,occ,,IF,192896,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,65483,yes,no,,
1399130,occ,,IF,192897,Brachychirotherium,genus,77387,Rhaetian,,205.7,201.4,65483,yes,no,,
1399131,occ,,IF,192897,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,65483,yes,no,,
1399324,occ,,IF,192915,Brachychirotherium,genus,77387,Rhaetian,,205.7,201.4,65483,yes,no,,
1399326,occ,,IF,192916,Brachychirotherium,genus,77387,Rhaetian,,205.7,201.4,65483,yes,no,,
1399328,occ,,IF,192917,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,65483,yes,no,,
1400046,occ,,IF,192941,Brachychirotherium,genus,77387,Rhaetian,,205.7,201.4,59355,yes,no,,
1400047,occ,,I,192941,Grallator,genus,64079,Rhaetian,,205.7,201.4,65483,yes,no,,
1400048,occ,,IF,192941,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,65483,yes,no,,
1400049,occ,,IF,105096,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,65483,yes,no,,
1400050,occ,,IF,192942,Brachychirotherium,genus,77387,Rhaetian,,205.7,201.4,65483,yes,no,,
1400051,occ,,I,192943,Grallator,genus,64079,Rhaetian,,205.7,201.4,58631,yes,no,,
1400053,occ,,I,192944,Grallator,genus,64079,Rhaetian,,205.7,201.4,58631,yes,no,,
1400054,occ,,I,192945,Grallator,genus,64079,Rhaetian,,205.7,201.4,58631,yes,no,,
1400055,occ,,I,192946,Grallator,genus,64079,Rhaetian,,205.7,201.4,58631,yes,no,,
1400931,occ,34682,IF,192947,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,65483,yes,no,,
1400932,occ,,IF,193011,Otozoum,genus,64089,Hettangian,,201.4,199.5,65632,yes,no,,
1400933,occ,,,193011,Batrachopus,genus,67448,Hettangian,,201.4,199.5,65632,yes,no,,
1400935,occ,,I,193012,Grallator,genus,64079,Rhaetian,,205.7,201.4,65632,yes,no,,
1400936,occ,,IF,193012,Brachychirotherium,genus,77387,Rhaetian,,205.7,201.4,65632,yes,no,,
1400937,occ,,IF,193013,Rhynchosauroides,genus,56427,Norian,,227.3,205.7,65632,yes,no,,
1400938,occ,,IF,193013,Rhynchosauroides,genus,56427,Norian,,227.3,205.7,65632,yes,no,,
1401076,occ,34686,IF,193014,Apatopus,genus,64087,Norian,Rhaetian,227.3,201.4,65643,yes,no,,
1401087,occ,,IF,193015,Rhynchosauroides,genus,56427,Norian,Rhaetian,227.3,201.4,61952,yes,no,,
1401098,occ,,I,193015,Grallator,genus,64079,Norian,Rhaetian,227.3,201.4,59355,yes,no,,
1401109,occ,,IF,193017,Brachychirotherium,genus,77387,Norian,Rhaetian,227.3,201.4,78442,yes,no,,
1401113,occ,,IF,193018,Brachychirotherium,genus,77387,Norian,Rhaetian,227.3,201.4,78442,yes,no,,
1401114,occ,,I,193019,Grallator,genus,64079,Norian,Rhaetian,227.3,201.4,65643,yes,no,,
1401115,occ,,IF,193042,Gwyneddichnium,genus,93712,Norian,Rhaetian,227.3,201.4,61952,yes,no,,
1401116,occ,,IF,193020,Gwyneddichnium,genus,93712,Norian,Rhaetian,227.3,201.4,65643,yes,no,,
1401117,occ,,IF,193020,Brachychirotherium,genus,77387,Norian,Rhaetian,227.3,201.4,65643,yes,no,,
1401121,occ,,I,193045,Grallator,genus,64079,Norian,Rhaetian,227.3,201.4,65643,yes,no,,
1401709,occ,,IF,193244,Brachychirotherium,genus,77387,Norian,Rhaetian,227.3,201.4,65643,yes,no,,
1401766,occ,,IF,57949,Eosauropus,genus,131584,Norian,,227.3,205.7,39735,yes,no,,
1405234,occ,,I,194071,Grallator,genus,64079,Norian,,227.3,205.7,65699,yes,no,,
1405235,occ,,I,194071,Eubrontes,genus,66094,Norian,,227.3,205.7,65699,yes,no,,
1405300,occ,,IF,194093,Anchisauripus,genus,64083,Rhaetian,,205.7,201.4,65922,yes,no,,
1405301,occ,,I,194093,Grallator,genus,64079,Rhaetian,,205.7,201.4,65922,yes,no,,
1405509,occ,,IF,54144,Brachychirotherium,genus,77387,Norian,,227.3,205.7,65944,yes,no,,
1406766,occ,,,194380,Stenaulorhynchus,genus,38214,Anisian,,246.7,241.464,65999,yes,no,,
1406776,occ,,,110467,Ozimek,genus,371745,Carnian,,237,227.3,66011,yes,no,,
1406956,occ,,,194471,Coahomasuchus,genus,156410,Norian,,227.3,205.7,66039,yes,no,,
1407311,occ,,I,194550,Grallator,genus,64079,Hettangian,,201.4,199.5,66079,yes,no,,
1407312,occ,,I,194551,Grallator,genus,64079,Hettangian,,201.4,199.5,66079,yes,no,,
1407313,occ,,I,194553,Eubrontes,genus,66094,Hettangian,,201.4,199.5,66079,yes,no,,
1407314,occ,,I,194553,Grallator,genus,64079,Hettangian,,201.4,199.5,66079,yes,no,,
1407547,occ,,I,121320,Grallator,genus,64079,Hettangian,,201.4,199.5,66101,yes,no,,
1407548,occ,,I,121320,Anomoepus,genus,67049,Hettangian,,201.4,199.5,66101,yes,no,,
1407587,occ,,I,121321,Eubrontes,genus,66094,Hettangian,,201.4,199.5,66104,yes,no,,
1407588,occ,,,121321,Batrachopus,genus,67448,Hettangian,,201.4,199.5,66104,yes,no,,
1407615,occ,,IF,194584,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,71138,yes,no,,
1407617,occ,,IF,194584,Brachychirotherium,genus,77387,Anisian,,246.7,241.464,71138,yes,no,,
1407619,occ,,IF,194584,Rotodactylus,genus,82509,Anisian,,246.7,241.464,66108,yes,no,,
1407620,occ,,IF,194584,Parasynaptichnium,genus,377369,Anisian,,246.7,241.464,66108,yes,no,,
1407621,occ,,IF,194584,Synaptichnium,genus,92016,Anisian,,246.7,241.464,71138,yes,no,,
1408748,occ,,,51235,Paleollanosaurus,genus,80818,Rhaetian,,205.7,201.4,66018,yes,no,,
1408750,occ,,,194662,Diphydontosaurus,genus,64134,Norian,,227.3,205.7,66018,yes,no,,
1409074,occ,,I,61850,Grallator,genus,64079,Late Hettangian,,201.4,199.5,66157,yes,no,,
1409075,occ,,I,61850,Kayentapus,genus,68970,Late Hettangian,,201.4,199.5,66105,yes,no,,
1409076,occ,,I,61850,Kayentapus,genus,68970,Late Hettangian,,201.4,199.5,66105,yes,no,,
1410175,occ,,I,105542,Grallator,genus,64079,Smithian,,249.9,248.1,66229,yes,no,,
1410176,occ,,I,105542,Eubrontes,genus,66094,Smithian,,249.9,248.1,66229,yes,no,,
1410178,occ,,I,194862,Eubrontes,genus,66094,Hettangian,,201.4,199.5,66229,yes,no,,
1410191,occ,,,49503,Clevosaurus,genus,68149,Hettangian,,201.4,199.5,25950,yes,no,,
1412540,occ,,IF,195179,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,66410,yes,no,,
1412541,occ,,IF,195180,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,66410,yes,no,,
1412542,occ,,IF,195181,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,66410,yes,no,,
1412543,occ,,I,195181,Grallator,genus,64079,Rhaetian,,205.7,201.4,66410,yes,no,,
1412645,occ,,,195195,Utatsusaurus,genus,36578,Spathian,,248.1,246.7,66434,yes,no,,
1415672,occ,,,92827,Machaeroprosopus,genus,69056,Norian,,227.3,205.7,66611,yes,no,,
1415676,occ,,IF,195710,Parachirotherium,genus,141556,Carnian,,237,227.3,66613,yes,no,,
1415677,occ,,IF,195710,Rhynchosauroides,genus,56427,Carnian,,237,227.3,66613,yes,no,,
1415678,occ,,IF,195710,Brachychirotherium,genus,77387,Carnian,,237,227.3,66613,yes,no,,
1416148,occ,,,195786,Microcnemus,genus,37535,Olenekian,,249.9,246.7,66639,yes,no,,
1416149,occ,,,195786,Chasmatosuchus,genus,38221,Olenekian,,249.9,246.7,66639,yes,no,,
1416154,occ,,,195797,Chasmatosuchus,genus,38221,Olenekian,,249.9,246.7,66639,yes,no,,
1416219,occ,,,195807,Garjainia,genus,38230,Spathian,,248.1,246.7,28844,yes,no,,
1416225,occ,,,195810,Garjainia,genus,38230,Spathian,,248.1,246.7,28844,yes,no,,
1416232,occ,,,195813,Garjainia,genus,38230,Spathian,,248.1,246.7,28844,yes,no,,
1416234,occ,,,195814,Garjainia,genus,38230,Spathian,,248.1,246.7,28844,yes,no,,
1416237,occ,,,195815,Garjainia,genus,38230,Spathian,,248.1,246.7,28844,yes,no,,
1416239,occ,,,195816,Garjainia,genus,38230,Spathian,,248.1,246.7,28844,yes,no,,
1416255,occ,,,195823,Garjainia,genus,38230,Spathian,,248.1,246.7,28844,yes,no,,
1416277,occ,,,195825,Garjainia,genus,38230,Spathian,,248.1,246.7,28844,yes,no,,
1416278,occ,,,195825,Chasmatosuchus,genus,38221,Spathian,,248.1,246.7,28844,yes,no,,
1416307,occ,,,195837,Chasmatosuchus,genus,38221,Olenekian,,249.9,246.7,28844,yes,no,,
1416308,occ,,,195838,Tichvinskia,genus,37548,Olenekian,,249.9,246.7,28844,yes,no,,
1416309,occ,,,195839,Chasmatosuchus,genus,38221,Olenekian,,249.9,246.7,28844,yes,no,,
1416385,occ,,,195844,Chasmatosuchus,genus,38221,Smithian,,249.9,248.1,28844,yes,no,,
1416386,occ,,,195846,Chasmatosuchus,genus,38221,Smithian,,249.9,248.1,28844,yes,no,,
1416420,occ,,,195850,Chasmatosuchus,genus,38221,Smithian,,249.9,248.1,28844,yes,no,,
1416560,occ,,,195873,Chasmatosuchus,genus,38221,Induan,,251.902,249.9,28844,yes,no,,
1416563,occ,,,195874,Chasmatosuchus,genus,38221,Smithian,,249.9,248.1,28844,yes,no,,
1417046,occ,,,196032,Chasmatosuchus,genus,38221,Smithian,,249.9,248.1,28844,yes,no,,
1417051,occ,,,196035,Chasmatosuchus,genus,38221,Smithian,,249.9,248.1,28844,yes,no,,
1417067,occ,,,196041,Chasmatosuchus,genus,38221,Olenekian,,249.9,246.7,28844,yes,no,,
1417069,occ,,,196043,Chasmatosuchus,genus,38221,Olenekian,,249.9,246.7,28844,yes,no,,
1417106,occ,,,196059,Scharschengia,genus,37828,Spathian,,248.1,246.7,28844,yes,no,,
1417154,occ,,,196078,Tichvinskia,genus,37548,Smithian,,249.9,248.1,28844,yes,no,,
1417155,occ,,,196078,Chasmatosuchus,genus,38221,Smithian,,249.9,248.1,28844,yes,no,,
1417172,occ,,,196085,Chasmatosuchus,genus,38221,Spathian,,248.1,246.7,28844,yes,no,,
1417175,occ,,,196086,Chasmatosuchus,genus,38221,Smithian,,249.9,248.1,28844,yes,no,,
1417181,occ,,,196088,Phaanthosaurus,genus,139875,Induan,,251.902,249.9,28844,yes,no,,
1417409,occ,,,196166,Askeptosaurus,genus,36422,Longobardian,,239.48,237,66729,yes,no,,
1417414,occ,,,196167,Crosbysaurus,genus,69053,Carnian,Norian,237,205.7,66731,yes,no,,
1417827,occ,,,196354,Dromomeron,genus,104965,Norian,,227.3,205.7,66756,yes,no,,
1417834,occ,,,196357,Eunotosaurus,genus,37581,Capitanian,,264.28,259.51,60405,yes,yes,,
1418453,occ,,,175087,Keichousaurus,genus,36436,Longobardian,,239.48,237,66819,yes,no,,
1418457,occ,,,153371,Keichousaurus,genus,36436,Longobardian,,239.48,237,66819,yes,no,,
1418461,occ,,,196506,Keichousaurus,genus,36436,Longobardian,,239.48,237,66819,yes,no,,
1418465,occ,,,196507,Yunguisaurus,genus,170557,Longobardian,,239.48,237,66819,yes,no,,
1418466,occ,,,196508,Qianichthyosaurus,genus,137154,Longobardian,,239.48,237,66819,yes,no,,
1418467,occ,,,196508,Xinpusaurus,genus,137160,Longobardian,,239.48,237,66819,yes,no,,
1418469,occ,,,196509,Qianichthyosaurus,genus,137154,Longobardian,,239.48,237,66819,yes,no,,
1418470,occ,,,196509,Guizhouichthyosaurus,genus,170540,Longobardian,,239.48,237,66819,yes,no,,
1418472,occ,,,196510,Guizhouichthyosaurus,genus,170540,Longobardian,,239.48,237,66819,yes,no,,
1418483,occ,,,84271,Spinosuchus,genus,65105,Carnian,,237,227.3,66825,yes,no,,
1418485,occ,,,84271,Postosuchus,genus,38264,Carnian,,237,227.3,66825,yes,no,,
1418525,occ,,,196166,Lariosaurus,genus,36438,Longobardian,,239.48,237,66833,yes,no,,
1418643,occ,,,196537,Postosuchus,genus,38264,Norian,,227.3,205.7,82648,yes,no,,
1418644,occ,,,196537,Shuvosaurus,genus,90274,Norian,,227.3,205.7,60809,yes,no,,
1418847,occ,,,196589,Neusticosaurus,genus,36441,Anisian,,246.7,241.464,66879,yes,no,,
1418997,occ,,,116890,Omphalosaurus,genus,36565,Anisian,,246.7,241.464,66895,yes,no,,
1419097,occ,,,39160,Palacrodon,genus,37821,Norian,,227.3,205.7,66904,yes,no,,
1419205,occ,,,196709,Hyperodapedon,genus,38210,Tuvalian,,233.6,227.3,66944,yes,no,,
1419210,occ,,,149344,Psephoderma,genus,36540,Illyrian,,243.33,241.464,66946,yes,no,,
1419479,occ,,,102368,Shonisaurus,genus,36572,Lacian,,227.3,215.38,67019,yes,no,,
1419480,occ,,,102368,Shonisaurus,genus,36572,Lacian,,227.3,215.38,67019,yes,no,,
1419509,occ,,,149344,Simosaurus,genus,36453,Illyrian,,243.33,241.464,67029,yes,no,,
1419521,occ,,IF,196816,Rhynchosauroides,genus,56427,Illyrian,,243.33,241.464,67034,yes,no,,
1419522,occ,,IF,196816,Procolophonichnium,genus,156486,Illyrian,,243.33,241.464,67034,yes,no,,
1419523,occ,,I,196816,Chirotherium,genus,64085,Illyrian,,243.33,241.464,67034,yes,no,,
1419524,occ,,IF,196816,Isochirotherium,genus,92017,Illyrian,,243.33,241.464,67034,yes,no,,
1419525,occ,,IF,196816,Brachychirotherium,genus,77387,Illyrian,,243.33,241.464,67034,yes,no,,
1419526,occ,,IF,196816,Rotodactylus,genus,82509,Illyrian,,243.33,241.464,67034,yes,no,,
1420094,occ,,,28396,Microcnemus,genus,37535,Induan,,251.902,249.9,67093,yes,no,,
1420107,occ,,,196982,Utatsusaurus,genus,36578,Griesbachian,Smithian,251.902,248.1,67094,yes,no,,
1420108,occ,,,127262,Utatsusaurus,genus,36578,Smithian,,249.9,248.1,67095,yes,no,,
1421076,occ,,IF,197230,Dimetropus,genus,378410,Induan,Olenekian,251.902,246.7,67210,yes,no,,
1421422,occ,,IF,197299,Procolophonichnium,genus,156486,Lopingian,,259.51,251.902,67273,yes,no,,
1421429,occ,,IF,197301,Hyloidichnus,genus,378516,Wuchiapingian,Changhsingian,259.51,251.902,67276,yes,no,,
1421430,occ,,IF,197302,Hyloidichnus,genus,378516,Wuchiapingian,Changhsingian,259.51,251.902,67276,yes,no,,
1421431,occ,,IF,197303,Pachypes,genus,378512,Wuchiapingian,Changhsingian,259.51,251.902,67276,yes,no,,
1421513,occ,,IF,197334,Rhynchosauroides,genus,56427,Tuvalian,,233.6,227.3,67298,yes,no,,
1421515,occ,,IF,197335,Rhynchosauroides,genus,56427,Triassic,,251.902,201.4,67298,yes,no,,
1421521,occ,,IF,197338,Rhynchosauroides,genus,56427,Early Triassic,,251.902,246.7,67298,yes,no,,
1421533,occ,,I,197296,Chirotherium,genus,64085,Anisian,,246.7,241.464,68227,yes,no,,
1421630,occ,,IF,197349,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67304,yes,no,,
1421632,occ,,IF,197349,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67304,yes,no,,
1421633,occ,,I,197349,Chirotherium,genus,64085,Anisian,,246.7,241.464,67304,yes,no,,
1421639,occ,,I,197351,Chirotherium,genus,64085,Anisian,,246.7,241.464,67305,yes,no,,
1421641,occ,,I,197350,Chirotherium,genus,64085,Anisian,,246.7,241.464,67305,yes,no,,
1421642,occ,,IF,197350,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67305,yes,no,,
1421644,occ,,I,197353,Chirotherium,genus,64085,Anisian,,246.7,241.464,82858,yes,no,,
1421665,occ,,I,197334,Chirotherium,genus,64085,Tuvalian,,233.6,227.3,67305,yes,no,,
1421666,occ,,I,197356,Chirotherium,genus,64085,Olenekian,Anisian,249.9,241.464,67305,yes,no,,
1421667,occ,,IF,197356,Rhynchosauroides,genus,56427,Olenekian,Anisian,249.9,241.464,67305,yes,no,,
1421668,occ,,I,197357,Chirotherium,genus,64085,Induan,Olenekian,251.902,246.7,67305,yes,no,,
1421669,occ,,IF,164930,Synaptichnium,genus,92016,Early Triassic,,251.902,246.7,67305,yes,no,,
1421670,occ,,IF,80838,Isochirotherium,genus,92017,Anisian,,246.7,241.464,67305,yes,no,,
1421671,occ,,IF,197358,Isochirotherium,genus,92017,Anisian,,246.7,241.464,67305,yes,no,,
1424401,occ,,,197595,Kinelia,genus,140782,Urzhumian,Severodvinian,266.9,259.51,67364,yes,yes,,
1428389,occ,,,198666,Bradysaurus,genus,37559,Capitanian,,264.28,259.51,67683,yes,yes,,
1428486,occ,,,93097,Embrithosaurus,genus,37561,Capitanian,,264.28,259.51,67683,yes,yes,,
1428988,occ,,,198719,Embrithosaurus,genus,37561,Capitanian,,264.28,259.51,67683,yes,yes,,
1429005,occ,,,198723,Bradysaurus,genus,37559,Capitanian,,264.28,259.51,67683,yes,yes,,
1432029,occ,,IF,199771,Hyloidichnus,genus,378516,Lopingian,,259.51,251.902,67938,yes,no,,
1432031,occ,,IF,199772,Dromopus,genus,378358,Lopingian,,259.51,251.902,67938,yes,no,,
1432032,occ,,IF,199769,Dromopus,genus,378358,Lopingian,,259.51,251.902,67938,yes,no,,
1432035,occ,,IF,199774,Dromopus,genus,378358,Changhsingian,,254.14,251.902,67940,yes,no,,
1432036,occ,,IF,199774,Hyloidichnus,genus,378516,Changhsingian,,254.14,251.902,67940,yes,no,,
1432037,occ,,IF,199774,Pachypes,genus,378512,Changhsingian,,254.14,251.902,67940,yes,no,,
1432045,occ,,IF,96875,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67942,yes,no,,
1432601,occ,,IF,199856,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67963,yes,no,,
1432604,occ,,IF,199857,Rhynchosauroides,genus,56427,Aegean,,246.7,244.99,67963,yes,no,,
1432607,occ,,IF,199858,Synaptichnium,genus,92016,Anisian,,246.7,241.464,67964,yes,no,,
1432608,occ,,IF,199858,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67964,yes,no,,
1432609,occ,,IF,199858,Procolophonichnium,genus,156486,Anisian,,246.7,241.464,67964,yes,no,,
1433006,occ,,,119083,Ichthyosaurus,genus,36558,Early Hettangian,,201.4,199.5,35316,yes,no,,
1433015,occ,,IF,199897,Protochirotherium,genus,377361,Early Triassic,,251.902,246.7,67977,yes,no,,
1433016,occ,,IF,199897,Synaptichnium,genus,92016,Early Triassic,,251.902,246.7,67977,yes,no,,
1433017,occ,,IF,199897,Rhynchosauroides,genus,56427,Early Triassic,,251.902,246.7,67977,yes,no,,
1433018,occ,,IF,199898,Synaptichnium,genus,92016,Early Triassic,,251.902,246.7,67977,yes,no,,
1433019,occ,,IF,199898,Protochirotherium,genus,377361,Early Triassic,,251.902,246.7,67977,yes,no,,
1433020,occ,,IF,199898,Rhynchosauroides,genus,56427,Early Triassic,,251.902,246.7,67977,yes,no,,
1433049,occ,,IF,199899,Protochirotherium,genus,377361,Early Triassic,,251.902,246.7,67977,yes,no,,
1433050,occ,,IF,199899,Synaptichnium,genus,92016,Early Triassic,,251.902,246.7,67977,yes,no,,
1433051,occ,,IF,199900,Rhynchosauroides,genus,56427,Early Triassic,,251.902,246.7,67977,yes,no,,
1433052,occ,,IF,199900,Synaptichnium,genus,92016,Early Triassic,,251.902,246.7,67977,yes,no,,
